player_name,sg_total,sg_ott,sg_app,sg_arg,sg_putt,driving_dist,driving_acc,gir_pct,scrambling_pct,putts_per_round,scoring_avg,season,sg_ballstriking,sg_shortgame
Austin Smotherman,0.108,0.236,0.456,-0.027,-0.557,299.8,64.77,73.17,59.38,3.33,50.88,2024,0.692,-0.5840000000000001
Beau Hossler,0.593,0.086,-0.374,0.385,0.496,302.7,59.66,69.54,62.88,2.67,63.93,2024,-0.28800000000000003,0.881
Ben Griffin,0.716,-0.12,0.327,0.271,0.238,295.6,59.21,69.79,63.88,3.03,55.32,2024,0.20700000000000002,0.509
Ben Kohles,-0.348,0.015,0.169,-0.332,-0.201,290.9,70.57,70.0,53.59,2.67,50.85,2024,0.184,-0.533
Ben Silverman,0.717,0.097,-0.008,0.078,0.55,293.9,62.89,70.09,64.05,2.78,64.42,2024,0.089,0.628
Ben Taylor,-1.067,-0.675,-0.644,0.139,0.113,299.4,54.52,63.71,54.07,1.11,53.19,2024,-1.319,0.252
Billy Horschel,0.731,0.146,0.007,0.136,0.442,299.4,63.76,66.45,63.62,2.38,64.8,2024,0.153,0.5780000000000001
"Blaine Hale, Jr.",-1.388,-0.384,-0.157,-0.661,-0.187,307.1,53.46,65.28,49.85,3.7,41.82,2024,-0.541,-0.8480000000000001
Brandon Wu,-0.458,-0.478,-0.006,0.164,-0.138,291.5,61.97,67.7,59.02,3.91,56.25,2024,-0.484,0.025999999999999995
Brandt Snedeker,-1.164,-0.561,-0.697,-0.054,0.147,281.0,62.03,63.7,55.94,3.62,51.69,2024,-1.258,0.093
Brendon Todd,-0.112,-0.398,-0.423,0.3,0.409,279.8,68.07,63.08,62.01,1.79,58.65,2024,-0.821,0.709
Brian Harman,0.788,0.083,0.322,0.092,0.291,292.7,67.19,65.84,61.5,3.14,49.32,2024,0.405,0.383
Brice Garnett,-0.15,-0.173,0.185,0.263,-0.424,289.2,70.51,71.06,60.8,4.86,52.73,2024,0.01200000000000001,-0.16099999999999998
Bud Cauley,0.313,0.176,0.161,0.15,-0.175,299.7,61.73,70.58,65.73,2.29,60.32,2024,0.33699999999999997,-0.024999999999999994
Byeong Hun An,0.499,0.404,0.181,-0.006,-0.079,317.1,53.33,67.63,58.35,3.17,62.04,2024,0.585,-0.085
C.T. Pan,0.541,-0.023,0.159,0.36,0.045,294.4,64.43,67.8,62.87,4.5,51.39,2024,0.136,0.40499999999999997
Callum Tarren,-1.247,-0.344,-0.092,-0.182,-0.629,306.9,52.99,66.43,52.96,3.42,50.0,2024,-0.43599999999999994,-0.8109999999999999
Cam Davis,-0.426,-0.109,-0.105,0.041,-0.254,303.2,61.08,63.49,57.51,2.27,57.14,2024,-0.214,-0.213
Cameron Champ,-0.16,0.883,-0.716,-0.637,0.31,322.8,60.94,68.32,57.54,2.9,44.94,2024,0.16700000000000004,-0.327
Cameron Young,0.262,0.375,0.116,0.005,-0.234,308.9,59.61,66.19,59.03,4.76,53.24,2024,0.491,-0.229
Camilo Villegas,-1.988,-0.96,-0.251,-0.057,-0.72,284.9,57.8,66.28,51.16,3.24,53.13,2024,-1.2109999999999999,-0.777
Carl Yuan,-0.807,0.23,-0.359,-0.048,-0.63,309.8,59.26,63.11,58.59,4.44,68.67,2024,-0.12899999999999998,-0.678
Carson Young,0.257,0.301,0.153,-0.327,0.129,295.6,70.5,69.57,58.6,3.29,57.29,2024,0.45399999999999996,-0.198
Chad Ramey,-0.057,-0.116,-0.402,0.056,0.406,293.9,65.07,68.81,57.94,3.5,57.76,2024,-0.518,0.462
Chan Kim,0.508,0.242,0.354,0.323,-0.412,301.8,64.58,70.69,63.98,4.4,55.45,2024,0.596,-0.08899999999999997
Chandler Phillips,0.453,0.005,0.101,0.026,0.322,295.1,64.42,65.39,63.44,3.11,50.94,2024,0.10600000000000001,0.34800000000000003
Charley Hoffman,0.116,0.135,0.17,0.052,-0.241,304.4,58.37,66.98,58.41,2.91,55.28,2024,0.30500000000000005,-0.189
Chesson Hadley,-0.046,0.062,-0.154,-0.22,0.265,305.0,59.5,68.43,57.33,2.17,58.54,2024,-0.092,0.04500000000000001
Chez Reavie,-0.198,-0.437,0.394,0.137,-0.292,287.8,68.43,69.12,60.05,3.33,63.53,2024,-0.04299999999999998,-0.15499999999999997
Chris Gotterup,-0.139,0.253,-0.419,0.109,-0.083,316.2,49.54,67.68,58.6,1.85,46.46,2024,-0.16599999999999998,0.025999999999999995
Chris Kirk,0.105,0.266,0.155,0.11,-0.427,299.9,65.53,65.8,59.49,4.29,50.74,2024,0.42100000000000004,-0.317
Christiaan Bezuidenhout,0.641,-0.233,0.237,0.177,0.459,290.7,59.49,62.06,64.93,0.76,57.72,2024,0.003999999999999976,0.636
Collin Morikawa,1.203,0.417,0.292,0.374,0.121,296.0,70.15,65.19,65.45,,56.15,2024,0.709,0.495
Corey Conners,0.962,0.411,0.776,-0.057,-0.168,301.2,64.29,70.31,56.56,2.27,49.3,2024,1.187,-0.225
Daniel Berger,0.287,0.385,0.218,0.087,-0.404,298.1,70.42,71.2,55.84,2.78,46.08,2024,0.603,-0.31700000000000006
David Lipsky,-0.397,-0.415,0.263,0.139,-0.385,289.6,62.92,68.28,57.61,3.33,46.07,2024,-0.15199999999999997,-0.246
David Skinns,-0.159,-0.234,0.27,-0.113,-0.082,302.8,55.2,69.99,57.79,3.21,47.83,2024,0.036000000000000004,-0.195
Davis Riley,-0.63,-0.36,-0.486,-0.074,0.289,303.6,56.62,64.31,57.36,3.01,57.43,2024,-0.846,0.21499999999999997
Davis Thompson,1.06,0.28,0.306,0.432,0.042,306.3,61.88,68.64,60.83,3.33,59.4,2024,0.5860000000000001,0.474
Denny McCarthy,0.716,-0.324,-0.017,0.358,0.699,290.6,62.62,62.64,66.15,0.69,62.6,2024,-0.341,1.057
Doug Ghim,0.871,0.413,0.659,-0.011,-0.191,297.2,68.04,72.65,62.28,2.88,58.25,2024,1.072,-0.202
Dylan Wu,0.045,-0.287,0.18,0.048,0.103,295.6,61.01,68.13,59.26,2.0,60.4,2024,-0.10699999999999998,0.151
Emiliano Grillo,0.05,0.057,0.272,-0.408,0.129,292.5,63.64,65.88,57.85,2.42,55.17,2024,0.329,-0.27899999999999997
Eric Cole,0.287,-0.346,0.204,0.172,0.258,297.2,57.25,62.67,61.61,3.47,60.13,2024,-0.142,0.43
Erik Barnes,-1.868,-1.143,-0.662,-0.035,-0.028,302.3,53.68,61.63,56.57,2.38,51.47,2024,-1.8050000000000002,-0.063
Erik van Rooyen,0.56,0.278,0.095,-0.216,0.403,308.2,59.89,69.83,57.11,2.42,56.04,2024,0.373,0.18700000000000003
Garrick Higgo,-0.583,-0.184,-0.377,-0.088,0.066,308.8,57.1,67.86,55.8,1.71,49.46,2024,-0.5609999999999999,-0.021999999999999992
Gary Woodland,-0.22,0.053,0.268,-0.312,-0.229,313.1,54.97,66.25,53.5,3.33,44.79,2024,0.321,-0.541
Greyson Sigg,0.08,-0.066,0.414,0.234,-0.502,294.0,65.21,71.49,64.87,4.27,51.72,2024,0.348,-0.268
Harris English,0.359,0.095,-0.325,0.097,0.491,301.9,65.36,65.89,63.75,2.14,57.81,2024,-0.23,0.588
Harry Hall,0.672,-0.181,0.167,0.406,0.279,301.5,57.52,66.39,62.4,1.69,61.96,2024,-0.013999999999999985,0.685
Hayden Buckley,-0.746,0.069,-0.298,-0.233,-0.284,298.0,65.49,65.81,57.89,1.92,56.0,2024,-0.22899999999999998,-0.517
Hayden Springer,0.357,0.269,-0.119,0.031,0.177,311.1,59.42,69.21,60.65,3.14,64.52,2024,0.15000000000000002,0.208
Henrik Norlander,0.448,0.034,0.571,0.021,-0.178,295.3,67.97,71.72,66.96,2.05,59.38,2024,0.605,-0.157
Hideki Matsuyama,1.268,0.306,0.499,0.58,-0.118,299.4,58.8,66.74,68.17,4.44,60.94,2024,0.8049999999999999,0.46199999999999997
J.J. Spaun,0.39,-0.016,0.469,-0.029,-0.035,301.5,61.73,70.9,57.76,2.14,56.76,2024,0.45299999999999996,-0.064
J.T. Poston,0.486,-0.011,0.012,0.233,0.252,293.1,65.49,66.08,59.92,2.08,56.03,2024,0.0010000000000000009,0.485
Jacob Bridgeman,0.557,-0.251,0.084,0.14,0.584,300.6,59.5,68.38,61.26,2.55,56.6,2024,-0.16699999999999998,0.724
Jake Knapp,-0.323,-0.045,0.001,-0.197,-0.082,309.5,56.23,65.41,54.6,3.17,58.56,2024,-0.044,-0.279
Jason Day,0.483,0.132,-0.343,0.153,0.541,300.8,61.16,63.45,63.0,1.46,61.54,2024,-0.21100000000000002,0.6940000000000001
Jhonattan Vegas,0.565,0.611,0.433,-0.198,-0.28,313.9,59.05,72.3,56.82,3.7,44.19,2024,1.044,-0.47800000000000004
Joe Highsmith,0.026,0.066,0.061,0.167,-0.269,306.5,62.55,70.32,57.22,2.42,56.9,2024,0.127,-0.10200000000000001
Joel Dahmen,-0.073,0.278,0.486,-0.144,-0.693,294.0,67.39,71.04,58.41,3.7,50.45,2024,0.764,-0.837
Jordan Spieth,0.265,0.5,-0.204,-0.024,-0.006,306.9,62.45,65.87,53.95,2.78,56.49,2024,0.29600000000000004,-0.03
Jorge Campillo,0.241,-0.096,0.157,0.29,-0.11,296.7,61.76,66.35,61.27,4.86,41.89,2024,0.061,0.18
Joseph Bramlett,0.216,0.355,0.103,0.23,-0.472,311.0,56.1,69.91,61.1,2.78,52.94,2024,0.45799999999999996,-0.24199999999999997
Josh Teater,-1.421,-0.122,-0.36,-0.077,-0.862,298.1,63.71,68.38,54.39,3.79,52.38,2024,-0.482,-0.939
Justin Lower,0.201,-0.234,0.166,-0.081,0.35,295.2,60.63,69.59,58.57,1.92,57.48,2024,-0.068,0.26899999999999996
Justin Rose,-0.445,-0.061,-0.377,-0.029,0.022,297.5,63.2,63.3,62.53,1.17,66.04,2024,-0.438,-0.007000000000000003
Justin Suh,-0.324,-0.203,-0.523,-0.187,0.589,300.2,63.23,67.04,53.53,1.92,56.47,2024,-0.726,0.40199999999999997
Justin Thomas,0.762,0.135,0.639,0.466,-0.478,309.1,55.83,65.59,62.17,0.88,58.25,2024,0.774,-0.011999999999999955
K.H. Lee,0.209,0.118,-0.233,0.168,0.155,301.9,63.32,67.66,59.69,3.5,56.41,2024,-0.11500000000000002,0.323
Keegan Bradley,0.34,0.173,0.301,0.008,-0.141,305.5,62.55,67.09,56.41,2.27,57.72,2024,0.474,-0.13299999999999998
Keith Mitchell,0.822,0.615,0.531,0.006,-0.33,311.8,59.09,70.44,60.32,4.89,54.87,2024,1.146,-0.324
Kevin Chappell,-0.299,-0.112,-0.307,0.063,0.058,300.7,59.49,68.25,58.44,3.27,59.26,2024,-0.419,0.121
Kevin Dougherty,-0.539,0.766,-0.518,-0.372,-0.414,316.8,56.19,68.82,55.75,4.11,44.57,2024,0.248,-0.786
Kevin Kisner,-1.691,-0.732,-0.65,-0.414,0.105,282.8,62.23,62.35,56.01,3.97,50.59,2024,-1.3820000000000001,-0.309
Kevin Streelman,-0.238,0.064,-0.053,-0.044,-0.205,297.5,64.35,68.12,55.81,1.45,59.55,2024,0.011000000000000003,-0.249
Kevin Tway,0.145,0.177,-0.565,0.171,0.362,306.2,62.29,70.28,59.5,3.09,60.0,2024,-0.38799999999999996,0.533
Kevin Yu,0.336,0.539,0.319,-0.233,-0.288,308.0,59.66,71.54,59.89,3.7,48.94,2024,0.8580000000000001,-0.521
Kurt Kitayama,0.738,0.446,0.608,0.118,-0.433,308.7,59.29,68.85,62.75,2.78,53.57,2024,1.054,-0.315
Lanto Griffin,-0.133,0.204,0.168,-0.377,-0.129,304.8,62.1,72.53,53.93,3.89,34.38,2024,0.372,-0.506
Lee Hodges,-0.209,-0.023,0.363,-0.247,-0.302,296.6,66.75,68.13,60.34,2.38,60.8,2024,0.33999999999999997,-0.5489999999999999
Lucas Glover,0.646,-0.017,0.71,0.168,-0.215,289.9,69.31,69.12,58.99,2.47,59.57,2024,0.693,-0.046999999999999986
Ludvig Åberg,1.064,0.502,0.434,-0.008,0.135,310.1,62.38,68.15,63.95,2.5,53.47,2024,0.9359999999999999,0.127
Luke List,-0.316,0.103,-0.16,-0.25,-0.01,304.7,58.47,67.97,55.86,2.35,43.4,2024,-0.05700000000000001,-0.26
Mac Meissner,0.706,0.184,0.405,0.172,-0.056,302.8,62.05,69.98,62.72,2.02,59.34,2024,0.589,0.11599999999999999
Mackenzie Hughes,0.705,-0.289,-0.192,0.444,0.742,298.2,54.85,63.68,64.73,2.14,54.48,2024,-0.481,1.186
Mark Hubbard,0.297,0.054,0.249,-0.024,0.017,294.7,66.69,68.18,59.08,1.85,54.79,2024,0.303,-0.006999999999999999
Martin Laird,-0.218,-0.357,-0.328,0.303,0.164,290.5,60.86,69.37,61.21,2.9,62.07,2024,-0.685,0.46699999999999997
Martin Trainer,-1.381,-0.649,-1.028,-0.051,0.347,302.2,55.19,62.11,57.77,3.06,59.65,2024,-1.677,0.296
Matt Fitzpatrick,0.406,0.036,-0.122,0.075,0.417,299.0,63.18,64.4,61.76,2.78,63.28,2024,-0.086,0.492
Matt Kuchar,0.245,-0.228,-0.124,0.245,0.351,288.3,66.07,66.44,60.32,1.39,59.09,2024,-0.352,0.596
Matt NeSmith,-0.484,-0.02,-0.065,-0.213,-0.187,297.7,63.87,70.6,56.43,2.35,56.12,2024,-0.085,-0.4
Matt Wallace,0.317,-0.246,0.225,0.268,0.069,298.7,55.74,69.53,60.68,3.22,58.11,2024,-0.02099999999999999,0.337
Matthieu Pavon,-0.014,0.027,0.249,-0.414,0.125,300.9,63.18,65.96,58.55,4.32,50.0,2024,0.276,-0.289
Matti Schmid,0.311,0.259,0.035,-0.243,0.26,308.2,61.02,69.73,58.35,4.44,60.44,2024,0.29400000000000004,0.017000000000000015
Maverick McNealy,1.037,0.391,-0.08,0.374,0.351,302.5,61.22,67.93,65.16,2.35,52.54,2024,0.311,0.725
Max Greyserman,0.87,0.18,0.013,-0.072,0.749,311.0,59.1,68.54,62.16,2.42,55.21,2024,0.193,0.677
Max Homa,-0.054,-0.383,0.145,0.208,-0.025,300.2,56.62,63.71,62.21,2.53,61.9,2024,-0.23800000000000002,0.183
Michael Kim,0.184,-0.239,0.311,0.027,0.084,302.9,58.1,70.16,57.7,2.26,60.19,2024,0.07200000000000001,0.111
Min Woo Lee,0.478,0.69,-0.213,0.111,-0.11,314.8,57.44,65.4,55.23,1.23,52.25,2024,0.477,0.0010000000000000009
Nate Lashley,0.236,-0.243,0.212,0.219,0.047,293.0,66.96,69.97,63.75,3.56,53.76,2024,-0.031,0.266
Nick Dunlap,-0.155,-0.245,0.205,-0.109,-0.006,307.3,55.25,64.26,54.99,3.17,50.0,2024,-0.04000000000000001,-0.115
Nick Hardy,-0.093,0.253,0.223,-0.378,-0.191,304.5,59.38,70.5,57.36,3.29,50.85,2024,0.476,-0.569
Nick Taylor,0.133,-0.12,0.243,0.051,-0.042,293.2,61.7,64.79,60.46,2.44,53.54,2024,0.123,0.008999999999999994
Nico Echavarria,0.023,-0.029,0.03,-0.062,0.083,295.4,65.28,70.08,58.02,3.57,58.46,2024,0.0009999999999999974,0.021000000000000005
Nicolai Højgaard,-0.176,0.013,0.359,-0.316,-0.231,309.1,54.3,65.11,55.87,3.27,47.83,2024,0.372,-0.547
Parker Coody,-0.289,-0.148,0.242,-0.159,-0.223,303.9,53.29,66.06,61.9,1.17,47.56,2024,0.094,-0.382
Patrick Cantlay,0.664,0.187,0.024,0.218,0.234,302.7,58.42,63.08,63.89,2.94,62.14,2024,0.211,0.452
Patrick Fishburn,0.48,0.616,-0.083,-0.13,0.078,308.8,62.68,74.21,61.23,2.42,46.67,2024,0.533,-0.052000000000000005
Patrick Rodgers,0.208,0.189,-0.191,0.086,0.125,306.1,59.14,69.83,60.41,2.11,60.36,2024,-0.0020000000000000018,0.211
Patton Kizzire,0.288,-0.062,0.458,0.059,-0.167,301.7,63.31,71.95,60.06,2.65,61.45,2024,0.396,-0.10800000000000001
Paul Barjon,-1.804,0.085,-0.898,-0.932,-0.059,313.0,57.47,63.0,50.42,5.09,53.85,2024,-0.8130000000000001,-0.9910000000000001
Peter Malnati,-0.578,-0.589,-0.308,0.061,0.257,297.7,52.69,61.41,58.73,2.56,57.58,2024,-0.897,0.318
Pierceson Coody,-0.074,0.072,-0.378,-0.273,0.505,312.6,58.38,68.66,55.0,1.11,52.13,2024,-0.306,0.23199999999999998
Rafael Campos,-0.723,-0.18,0.061,-0.315,-0.288,303.8,59.98,68.33,58.77,5.56,56.34,2024,-0.119,-0.603
Raul Pereda,-1.879,-0.836,-1.047,-0.137,0.142,290.1,56.77,57.33,61.22,4.5,61.97,2024,-1.883,0.004999999999999977
Rickie Fowler,-0.21,-0.18,-0.117,-0.049,0.136,297.7,60.59,65.01,58.35,2.27,60.16,2024,-0.297,0.08700000000000001
Rico Hoey,0.423,0.586,0.155,-0.064,-0.254,309.3,63.49,70.9,59.77,2.89,46.15,2024,0.741,-0.318
Robby Shelton,-0.353,-0.577,-0.162,0.351,0.036,291.6,59.77,64.69,59.63,2.78,60.87,2024,-0.739,0.38699999999999996
Robert MacIntyre,0.725,0.288,-0.051,0.166,0.321,304.9,56.64,65.97,64.85,1.93,63.41,2024,0.237,0.487
Roger Sloan,0.069,-0.348,0.098,0.139,0.181,293.2,64.22,67.34,62.11,3.79,54.35,2024,-0.24999999999999997,0.32
Rory McIlroy,1.412,0.73,0.26,0.248,0.173,320.2,60.29,65.7,64.08,2.47,60.71,2024,0.99,0.421
Russell Henley,0.95,0.014,0.343,0.289,0.304,291.3,69.49,64.99,65.0,1.17,67.97,2024,0.35700000000000004,0.593
Ryan Brehm,-1.336,0.103,-0.555,-0.521,-0.363,309.0,57.83,66.11,53.01,4.22,52.81,2024,-0.45200000000000007,-0.884
Ryan Fox,0.132,0.175,0.008,-0.232,0.181,310.9,52.32,65.95,55.86,2.17,51.67,2024,0.183,-0.05100000000000002
Ryan McCormick,-0.786,-0.52,-0.151,-0.284,0.17,306.2,55.08,68.49,56.36,3.79,48.81,2024,-0.671,-0.11399999999999996
Ryan Moore,0.013,-0.048,0.427,0.214,-0.58,288.3,70.38,68.83,62.13,3.47,43.82,2024,0.379,-0.366
Ryan Palmer,-0.875,0.125,-0.475,-0.111,-0.414,298.8,65.1,63.23,58.63,2.96,60.61,2024,-0.35,-0.525
Ryo Hisatsune,0.271,0.041,0.181,-0.016,0.065,295.4,63.43,70.44,58.61,3.21,51.52,2024,0.222,0.049
S.H. Kim,-0.177,-0.206,-0.626,0.164,0.491,303.9,56.94,62.17,59.16,3.76,63.49,2024,-0.832,0.655
Sahith Theegala,0.944,0.35,0.272,0.064,0.257,305.7,59.04,67.86,60.97,4.22,53.79,2024,0.622,0.321
Sam Burns,1.003,0.265,0.173,0.069,0.496,307.4,61.62,64.69,60.78,3.06,63.2,2024,0.438,0.565
Sam Ryder,-0.422,-0.332,0.263,-0.227,-0.127,292.8,65.83,67.85,55.53,4.49,55.96,2024,-0.069,-0.354
Sam Stevens,0.541,0.433,-0.296,0.098,0.306,306.3,59.38,70.01,62.95,1.85,59.41,2024,0.137,0.404
Sami Valimaki,-0.211,0.067,-0.036,-0.303,0.06,299.2,59.93,65.09,57.03,3.7,53.41,2024,0.031000000000000007,-0.243
Scottie Scheffler,2.496,0.816,1.269,0.316,0.095,303.8,66.9,73.16,66.18,2.47,57.43,2024,2.085,0.41100000000000003
Seamus Power,0.377,0.059,0.238,0.039,0.041,300.3,64.52,67.88,63.96,3.37,60.9,2024,0.297,0.08
Sepp Straka,0.205,0.253,0.303,-0.333,-0.018,294.7,70.04,67.53,59.33,1.93,49.11,2024,0.556,-0.35100000000000003
Shane Lowry,0.657,0.234,0.531,-0.033,-0.076,300.4,66.02,66.98,58.65,1.54,56.73,2024,0.765,-0.109
Si Woo Kim,0.761,0.28,0.506,0.193,-0.218,294.8,67.16,65.4,63.69,2.08,59.09,2024,0.786,-0.024999999999999994
Stephan Jaeger,0.392,0.309,-0.086,0.159,0.01,310.3,60.56,66.03,59.63,3.47,48.09,2024,0.223,0.169
Sungjae Im,0.8,0.344,0.054,0.264,0.138,298.8,63.61,65.13,63.74,2.22,63.01,2024,0.39799999999999996,0.402
Taylor Montgomery,-0.704,-1.352,-0.442,0.224,0.866,289.7,49.06,60.49,61.72,1.17,54.05,2024,-1.794,1.09
Taylor Moore,0.21,0.261,-0.289,0.048,0.19,306.8,59.08,66.39,60.6,2.78,56.29,2024,-0.02799999999999997,0.238
Taylor Pendrith,0.88,0.149,0.186,-0.047,0.592,313.6,57.39,67.03,58.76,3.28,52.25,2024,0.33499999999999996,0.5449999999999999
Thomas Detry,0.231,0.12,-0.196,-0.226,0.532,303.3,58.98,63.35,60.41,1.46,55.56,2024,-0.07600000000000001,0.30600000000000005
Thorbjørn Olesen,0.101,-0.372,0.022,0.2,0.251,302.1,55.45,63.77,56.55,2.22,58.57,2024,-0.35,0.451
Tom Hoge,0.483,-0.062,0.754,-0.247,0.037,296.2,60.72,67.66,57.82,2.78,53.22,2024,0.692,-0.21
Tom Kim,0.371,0.132,0.263,0.057,-0.081,299.0,64.92,66.17,58.0,2.27,54.61,2024,0.395,-0.024
Tom Whitney,-0.602,0.197,0.231,-0.392,-0.637,296.5,65.36,69.2,55.44,3.47,50.0,2024,0.42800000000000005,-1.029
Tommy Fleetwood,0.659,0.302,0.099,0.218,0.04,300.4,69.22,67.29,66.03,1.17,58.93,2024,0.401,0.258
Tony Finau,1.033,0.161,0.808,0.36,-0.296,308.4,58.36,68.99,58.05,1.85,59.0,2024,0.9690000000000001,0.064
Trace Crowe,-0.075,-0.134,-0.069,0.055,0.074,301.8,59.96,66.5,57.07,3.54,39.51,2024,-0.203,0.129
Troy Merritt,-0.293,-0.123,0.163,0.049,-0.381,292.8,66.12,66.07,58.19,2.99,50.0,2024,0.04000000000000001,-0.332
Tyler Duncan,-0.625,0.264,-0.541,-0.124,-0.224,297.6,67.01,67.62,60.05,2.31,52.13,2024,-0.277,-0.348
Tyson Alexander,-0.883,-0.806,-0.468,0.077,0.314,303.3,56.43,63.19,57.55,2.78,50.43,2024,-1.274,0.391
Victor Perez,0.482,0.084,0.305,-0.033,0.126,301.1,60.1,68.52,59.56,1.59,51.14,2024,0.389,0.093
Viktor Hovland,0.721,0.507,0.458,-0.514,0.269,305.1,60.65,67.84,55.15,1.39,46.59,2024,0.9650000000000001,-0.245
Vince Whaley,-0.177,-0.62,-0.337,0.263,0.518,306.0,54.7,66.74,62.18,4.04,57.27,2024,-0.9570000000000001,0.781
Vincent Norrman,-1.374,0.214,-0.313,-0.322,-0.954,311.0,58.27,68.25,51.79,4.63,30.88,2024,-0.099,-1.276
Webb Simpson,-0.144,-0.1,-0.321,0.576,-0.299,300.2,58.87,61.76,60.97,4.17,58.0,2024,-0.42100000000000004,0.27699999999999997
Wesley Bryan,-0.118,0.047,-0.142,0.135,-0.158,302.6,60.57,69.78,58.82,3.27,46.3,2024,-0.09499999999999999,-0.022999999999999993
Will Zalatoris,0.016,0.128,0.197,-0.127,-0.181,302.5,59.96,65.32,61.17,3.33,56.91,2024,0.325,-0.308
Wilson Furr,-0.55,-0.102,-0.399,-0.025,-0.024,311.7,54.19,66.47,58.14,4.29,45.9,2024,-0.501,-0.049
Wyndham Clark,1.032,0.42,0.075,0.061,0.476,314.0,55.25,65.34,59.81,2.22,61.4,2024,0.495,0.5369999999999999
Xander Schauffele,1.941,0.557,0.678,0.195,0.51,308.5,60.84,69.97,70.73,0.56,59.52,2024,1.235,0.7050000000000001
Zac Blair,-0.087,-0.294,0.11,0.21,-0.114,283.0,67.37,66.67,63.01,2.78,52.42,2024,-0.184,0.09599999999999999
Zach Johnson,0.318,-0.099,-0.121,0.117,0.42,284.1,66.27,66.2,61.64,2.78,56.0,2024,-0.22,0.537
Aaron Rai,0.808,0.391,0.476,0.077,-0.134,289.6,73.85,70.52,59.16,3.06,61.18,2025,0.867,-0.05700000000000001
Adam Hadwin,-0.603,-0.146,-0.455,-0.053,0.051,299.8,62.09,66.16,55.66,1.23,61.76,2025,-0.601,-0.0020000000000000018
Adam Schenk,-0.244,0.059,-0.088,-0.16,-0.054,304.6,56.42,65.08,59.09,2.88,59.09,2025,-0.028999999999999998,-0.214
Adam Scott,0.448,0.348,0.17,0.03,-0.1,304.9,58.33,66.08,56.08,2.78,65.18,2025,0.518,-0.07
Adam Svensson,-0.338,-0.253,0.238,0.255,-0.579,295.7,65.97,69.48,59.68,2.47,61.54,2025,-0.015000000000000013,-0.32399999999999995
Akshay Bhatia,0.638,0.024,0.575,-0.238,0.277,298.7,60.51,67.5,56.19,2.44,61.16,2025,0.599,0.039000000000000035
Aldrich Potgieter,0.181,0.572,-0.137,-0.37,0.116,325.0,55.63,64.55,53.56,1.67,60.49,2025,0.43499999999999994,-0.254
Alejandro Tosti,-0.223,0.352,-0.162,0.167,-0.58,314.2,56.15,64.53,59.94,1.85,53.52,2025,0.18999999999999997,-0.4129999999999999
Alex Smalley,0.657,0.409,0.083,0.125,0.043,306.2,63.96,68.73,63.22,3.7,58.88,2025,0.492,0.16799999999999998
Andrew Novak,0.363,0.042,-0.036,0.155,0.202,301.3,57.2,61.55,59.42,2.14,61.87,2025,0.006000000000000005,0.357
Andrew Putnam,0.501,-0.69,0.287,0.465,0.439,280.5,71.77,70.26,65.15,1.28,63.96,2025,-0.40299999999999997,0.904
Antoine Rozner,-0.11,0.065,0.462,-0.32,-0.318,308.1,58.51,69.85,53.07,2.12,51.22,2025,0.527,-0.638
Austin Eckroat,0.021,0.213,0.252,-0.397,-0.047,300.3,66.12,68.6,54.32,2.99,63.11,2025,0.46499999999999997,-0.444
Beau Hossler,-0.009,-0.286,-0.412,0.426,0.263,303.9,54.88,64.48,60.73,2.67,61.64,2025,-0.698,0.6890000000000001
Ben Griffin,1.223,0.196,0.466,0.153,0.407,305.1,60.03,69.66,63.56,1.15,63.46,2025,0.662,0.5599999999999999
Ben Kohles,0.272,0.161,0.656,-0.016,-0.529,295.2,73.12,72.88,60.73,3.63,51.09,2025,0.8170000000000001,-0.545
Ben Martin,-0.103,-0.169,0.007,0.028,0.031,296.7,61.85,68.45,57.81,2.92,55.68,2025,-0.162,0.059
Ben Silverman,-0.224,-0.034,-0.457,0.071,0.195,299.7,64.17,67.43,60.05,3.33,55.56,2025,-0.491,0.266
Braden Thornberry,-1.033,-0.595,-0.879,0.061,0.38,302.2,53.66,63.84,56.93,1.45,63.75,2025,-1.474,0.441
Brandt Snedeker,0.247,-0.306,-0.027,0.05,0.531,284.2,69.03,66.75,63.72,1.93,63.92,2025,-0.333,0.5810000000000001
Brian Campbell,-0.675,-1.009,-0.028,0.131,0.231,278.4,66.77,61.19,57.47,3.7,55.45,2025,-1.037,0.362
Brian Harman,0.228,-0.015,0.069,0.134,0.039,294.6,63.32,65.67,60.55,2.31,62.04,2025,0.054000000000000006,0.17300000000000001
Brice Garnett,-0.068,-0.043,-0.27,0.064,0.182,291.2,69.39,70.1,64.48,2.53,61.25,2025,-0.313,0.246
Bud Cauley,0.645,0.149,0.377,0.002,0.118,301.4,61.24,65.92,60.13,3.7,60.55,2025,0.526,0.12
Byeong Hun An,-0.152,0.389,-0.318,0.181,-0.404,306.6,54.35,65.76,59.61,2.47,57.75,2025,0.07100000000000001,-0.22300000000000003
Cam Davis,-0.679,-0.347,-0.197,-0.125,-0.01,302.2,53.9,62.59,54.99,3.44,54.46,2025,-0.544,-0.135
Cameron Young,0.802,0.317,-0.124,-0.033,0.642,313.2,53.85,64.18,59.36,2.22,60.45,2025,0.193,0.609
Camilo Villegas,-0.64,-0.74,-0.019,0.035,0.085,290.0,53.23,64.24,55.8,1.56,58.93,2025,-0.759,0.12000000000000001
